,Sentence,Sentiment
12731,saint gobain sees big sell off post plans to merge grindwell norton,-1
12732,saksoft surges over 15 on acquiring stake in threesixty logica,1
12733,salary hikes likely to impact operating margins of wipro,-1
12734,salcomp s charger manufacturing plant in india is located in the nokia telecom park in the state of tamil nadu in the eastern part of india,0
12735,salcomp manufacturing oy will pay eur 35 million in cash to salcomp in connection with the implementation of the sale and transfer of the business,0
12736,salcomp oyj the finnish maker of mobile phone chargers monday posted a eur1 49 million loss in the second quarter compared with a 1 70 million profit in the same period the previous year,-1
12737,salcomp oyj the finnish maker of mobile phone chargers monday posted a eur1 49 million loss in the second quarter compared with a 1 70 million profit in the same period the previous year,0
12738,sales vat inclusive expanded by 19 percent to 351 million euros,1
12739,sales are expected to increase in the end of the year 2006 however,1
12740,sales at the tiimari business went down by 8 to eur 11 8 million while gallerix stores saw 29 growth to eur 2 million,-1
12741,sales at the tiimari business went down by 8 to eur 11 8 million while gallerix stores saw 29 growth to eur 2 million,0
12742,sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006 07,-1
12743,sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006 07,0
12744,sales boost for new morrisons chief david potts as tesco turnaround stalls,-1
12745,sales by seppala diminished by 6 per cent,-1
12746,sales by seppala diminished by 6 per cent,0
12747,sales came in at 241 mln eur compared with 211 4 mln and also beating consensus forecasts of 235 mln eur,1
12748,sales climbed 19 2 pct to 1 002 bln eur surpassing the 953 mln eur consensus figure,1
12749,sales fell abroad but increased in finland,0
12750,sales for both the department store division and hobby hall increased by 7 while sales for the clothing store subsidiary seppala decreased by 4,1
12751,sales for the department store division increased by 15 and sales for the clothing store subsidiary seppala increased by 8 meanwhile sales for hobby hall decreased by 12,1
12752,sales growth of top 10 listed consumer cos like hul itc dabur halves over year ago period,-1
12753,sales have risen in other export markets,1
12754,sales improved to sek 1 553 mn compared with sek 1 408 mn,1
12755,sales in finland decreased by 10 5 in january while sales outside finland dropped by 17,-1
12756,sales in finland decreased by 10 5 in january while sales outside finland dropped by 17,0
12757,sales in finland decreased by 2 0 and international sales decreased by 9 3 in terms of euros and by 15 1 in terms of local currencies,-1
12758,sales in finland decreased by 2 0 and international sales decreased by 9 3 in terms of euros and by 15 1 in terms of local currencies,0
12759,sales in finland rose by 3 9 and international growth was 0 7,1
12760,sales in latin america increased by 42 to eur 432mn and a total of 8 7 mn mobile devices were sold in the area representing an increase of 32 from the corresponding period in 2009,1
12761,sales in local currencies decreased by 0 5 percent while the number of subscribers rose by 12 7 million to a total of 147 6 million at the end of fourth quarter the company said,0
12762,sales increased due to growing market rates and increased operations,1
12763,sales of clothing developed best,1
12764,sales of mid strength beer decreased by 40,-1
12765,sales of mid strength beer decreased by 40,0
12766,sales of security and system packaging increased slightly,1
12767,sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects,1
12768,sales rose to 300 9 mln eur compared with last year s 276 1 mln eur and in line with 299 mln eur consensus figure,1
12769,sales were down 14 per cent in finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in russia and lithuania,0
12770,salo finland 29 august 2006 benefon has today announced its plans to further strengthen its in house technology platform by licensing the complete mobile software platform opna from its long standing technology partner pollex,1
12771,salonen added that data shows producers pulp inventories in north america are declining,-1
12772,salonen added that data shows producers pulp inventories in north america are declining,0
12773,same time next year sensex may be at 29 000,0
12774,sameer garde appointed philips healthcare south asia president,0
12775,sameer goel takes over as cipla india head,0
12776,sameer goel takes over as cipla s india head,0
12777,sami sepp ænen ceo for elisa eesti says the novel network allows fast mobile broadband for sparsely populated areas,0
12778,sampo bank s market share of lending was 13 6 down from 14 4 in the first quarter of 2008,-1
12779,sampo bank s market share of lending was 13 6 down from 14 4 in the first quarter of 2008,0
12780,sampo group that has become a major shareholder in nordea owns trygvesta s main competitor if p c insurance,0
12781,sampo housing loan bank a unit of finland s sampo bank has priced its eur1bn usd1 3 bn bond at 99 889 reuters reported,0
12782,samruddhi cement lists at rs 588 on bse post grasim demerger,0
12783,samsonite international appoints ramesh tainwala as global coo,0
12784,samsung bioepis hires banks for planned nasdaq ipo source,0
12785,samsung electronic india enterprise business head quits,0
12786,samsung electronics jumps over 4 per cent on restructuring speculation,1
12787,samsung everland ipo seen spurring samsung group restructure,0
12788,samsung india mobile chief vineet taneja joins micromax as ceo,0
12789,samsung sds may list shares at around 200 000 won a share source,0
12790,samsung currently occupies third place and lost ground during the quarter dropping by 1 8 to an 11 1 share overall,-1
12791,samsung currently occupies third place and lost ground during the quarter dropping by 1 8 to an 11 1 share overall,0
12792,samsung shares could gain as much as 50 per cent barron s,1
12793,samsung shares down over 7 pc after losing patent case,-1
12794,samvat 2071 gets off to a sparkling start,1
12795,samvat 2071 likely to remain volatile but sensex can rally 20 in next 12 months,1
12796,samvat 2071 top nine stocks for diwali 2014 by microsec capital,0
12797,samvat 2072 starts on a cheerful note sensex up 124 points in biggest new year gain since 2010,1
12798,samvat survey d street sees sensex at 33k by next diwali,0
12799,sandeep batra may go back to icici prudential life insurance,0
12800,sandeep wagle s hot stock picks dlf l t hdfc exide,1
12801,sandhar tech seeks sebi nod to raise rs 300 cr via ipo,1
12802,sandhar technologies gets sebi nod for ipo,1
12803,sandip bansal joins religare capital markets,0
12804,sanghvi forging and engineering ltd ipo opens tomorrow,0
12805,sanghvi forgings lists at rs 88 on the nse,0
12806,sanghvi movers a turnaround story ifb inds to see festive boost kunj bansal,1
12807,sanjay kapoor joins pvr cinemas board as director,0
12808,sanjiv goenka ropes in law kenneth to create corporate identity for his share of rpg group,0
12809,sanjiv mediratta joins amalgamated bean coffee trading company,0
12810,sanjiv misra joins the board of directors of edelweiss capital,0
12811,sanjiv singh takes over as iocs director of refineries,0
12812,sanofi india q1 up 11 pc at rs 44 cr,1
12813,sanofi india q4 down 44 22 per cent at rs 51 7 crore,-1
12814,sanofi india shares tank over 10 on price control order,-1
12815,sanofi india stock likely to be re rated on company s improving fundamentals,1
12816,sanofi q1 up 16 44 at rs 51 7 crore,1
12817,sanofi poaches astrazeneca scientist as new research head,0
12818,sanoma corporation wants a new and better frequency for the helsinki metropolitan area,0
12819,sanoma learning literature offering print and digital learning materials is present in eleven countries,0
12820,sanoma magazines sales are estimated to grow in 2006,1
12821,sanoma magazines finland s sales grew to eur 140 1 mn from eur 131 8 mn,1
12822,sanoma magazines international will invite other shareholders holding approximately 15 of the shares to sell their shares,0
12823,sanoma news advertising sales decreased by 22 during the year,-1
12824,sanoma news advertising sales decreased by 22 during the year,0
12825,sanoma also has an executive committee in accordance with the company s articles of association that prepares proposals for matters to be decided or noted by the board of directors,0
12826,sanoma announced the stock option scheme 2008 on 19 december 2008,0
12827,sanoma will continue to focus on investing in digital media and on strengthening its market positions,0
12828,sant singh chatwal led hampshire hotels appoints new ceo,0
12829,santos soars on bid refusal but asia markets on edge over china,1
12830,santosh b nayar new ceo md of ifci,0
12831,santosh nayar to be md and ceo of ifci,0
12832,sarantel based in wellingborough designs high performance antennas for portable wireless devices,0
12833,saraswat bank posts 78 growth in profit at rs 212 27 cr,1
12834,saregama india climbs 6 on reliance capital stake buy,1
12835,saria prices edge up on scattered demand,1
12836,saria other steel remain flat in thin trade,0
12837,sasken shares up 20 as it wins 31 7 million in arbitration case,1
12838,satama s profit for the third quarter of 2007 rose to 275 000 euro 395 000 from 270 000 euro 388 000 for the same period of 2006,1
12839,satama s sales would be higher than the year before,1
12840,satama and trainers house will remain as names and independent brands of the business areas,0
12841,satama earned data management solutions competency with business intelligence specialization recentlyvia the acquisition of fimentor oy,1
12842,sateesh andra takes over as ventureast tenet funds managing partner,0
12843,satisfactory pat nos from fmcg majors networth stock broking,0
12844,satyam computer basks in it glory,1
12845,satyam may see big rerating after merger with tech mahindra ambit capital,0
12846,satyam merger boosts tech mahindras balance sheet,1
12847,satyam soars 10 on tax row settlement,1
12848,saudi arabia egypt fall as us oil hits fresh 6 1 2 year low,-1
12849,saudi aramco she will plan to break up motiva divide up assets,-1
12850,saudi market opens may affect global fund flows,0
12851,saunalahti is a part of the elisa group,0
12852,savon koulutuskuntayhtyma finland based company has awarded contract for specialist agricultural or forestry machinery,1
12853,scandic feed will also diversify tosno s product portfolio further,0
12854,scanfil a systems supplier and contract manufacturer to the communications sector will give notice to 20 productional employees and temporarily lay off 15 employees at the company s plant in sievi in finland,-1
12855,scanfil a systems supplier and contract manufacturer to the communications sector will give notice to 20 productional employees and temporarily lay off 15 employees at the company s plant in sievi in finland,0
12856,scanfil a systems supplier and contract manufacturer to the communications sector will start personnel negotiations in oulu in finland to lay off staff temporarily,-1
12857,scanfil a systems supplier and contract manufacturer to the communications sector will start personnel negotiations in oulu in finland to lay off staff temporarily,0
12858,scanfil expects sales in 2008 to remain at the 2007 level,0
12859,scanfil has also issued a profit warning,-1
12860,scanfil has also issued a profit warning,0
12861,scanfil holdings include 100 of contract electronics manufacturer scanfil ems group,0
12862,scanfil issued a profit warning on 10 april 2006,-1
12863,scanfil issued a profit warning on 10 april 2006,0
12864,scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics,0
12865,scanfil will execute the temporary lay offs by mid october 2009 and the job cuts by march 2010,-1
12866,scanfil will execute the temporary lay offs by mid october 2009 and the job cuts by march 2010,0
12867,scenario for rel comm is range bound sanjeev agarwal,0
12868,schroders investment in talks to buy 30 stake in axis mf,1
12869,scooters india rally on disinvestment reports,1
12870,scope for further improvement in valuation multiple for midcap it stocks g chokkalingam equinomics,1
12871,scotland split jitters send sterling to 10 month low,-1
12872,scotts garments ipo skip the issue and wait for listing,0
12873,scrapping of cess new exploration policy may boost stocks of oil companies like ongc oil india,1
12874,sequent scientific surges foreign investors buy shares,1
12875,sea tv network debuts 20 pc higher on bse,1
12876,seafood exports up on better demand,1
12877,seamec princess best bet for long term play,1
12878,search panel recommends s s mundra for rbi deputy governor role,0
12879,search panel recommends s s mundra for rbi deputy governor s role,0
12880,seasonal demand lifts sugar futures prices up 1 11,1
12881,seat belt recall who cares i m a buyer tsla,1
12882,sebi chairman sinha expects healthy ipo market in 2016,0
12883,sebi allows 100 alternative funds to operate in india,0
12884,sebi allows pune stock exchange to exit bourse business,0
12885,sebi allows zenith infotech to furnish rupee bank guarantee,0
12886,sebi announces new corporate governance norms mutual fund policy,0
12887,sebi announces new set of esop regulations,0
12888,sebi approves norms for research analysts,0
12889,sebi approves upto rs 1 600 cr rights issue of future retail,1
12890,sebi ask cos to follow std format for auditor certificates,0
12891,sebi asks aifs to give full disclosure on associates,0
12892,sebi asks moneyworld to stop providing investment advice,-1
12893,sebi asks bourses to move 36 companies to normal trading category,0
12894,sebi asks for fresh clarification on inox wind rs 700 crore ipo,0
12895,sebi asks listed firms to appoint women directors by month end,0
12896,sebi asks mutual funds to adopt high deposit districts,0
12897,sebi attaches accounts in edserv softsystems ipo,0
12898,sebi attaches accounts of former ranbaxy director wife,0
12899,sebi attachment proceedings cross 1 500 mark,1
12900,sebi bans f6 finserve f6 commodities 4 persons from securities mkt for 5 yearagenciesthe securities and exchange board of india sebi has sought comments from the public on the consultation paper till march 5 sebi on thursday barred f6 finserve f6 commodities and four persons from the securities markets for five years in a case pertaining to mis utilisation of client funds and securities in addition they have been asked to refund the investors money along with interest apart from f6 finserve f6 commodities those banned by sebi are pankaj goel meenu goel deepak goel and ruchika goel in its order sebi observed that f6 finserve and f6 commodities are connected with each other on the basis of same registered office and common promoter directors pankaj goel and meenu goel while deepak and ruchika were former directors at f6 finserve i observe that the information and data gathered at the time of inspection unequivocally bring to light the various flagrant lapses noticed from the way both f6 finserve and f6 commodities were operating their broking operations and managing their clients funds and securities further the violations committed by f6 finserve and f6 commodities are undoubtedly grave in nature which have been carried out for a considerable period of time almost 2 years sebi whole time member s k mohanty said in his order according to sebi f6 finserve failed in its duty to correctly report the margins collected by it from its clients to the exchange had not settled funds aggregating to rs 1 43 crore of 891 clients who had not traded during the period january to march 2017 and failed to redress investors grievances f6 commodities has visibly aided and abetted f6 finserve in misutilising its clients funds the securities and exchange board of india sebi found in addition f6 finserve transferred the funds of one client to the other or to its promoter director as per its own convenience without paying any heed to its obligation to maintain separate accounts for its client and for itself proprietary account also it indulged in activities wherein the securities received from one client were noticed to have been transferred by the stock broker to another client the regulator noted further f6 finserve pledged the securities belonging to its clients to its lenders it added accordingly the regulator said noticees no 1 to 4 9 and 10 f6 finserve f6 commodities pankaj goel meenu goel deepak goel and ruchika goel are hereby restrained from accessing the securities market in any manner and are also prohibited from buying selling or otherwise dealing in the securities market directly or indirectly in any manner whatsoever manner for a period of 5 years sebi observed that f6 finserve and f6 commodities are connected with each other on the basis of same registered office and common promoter directors pankaj goel and meenu goel while deepak and ruchika were former directors at f6 finserve,-1
12901,sebi bans six persons from securities market in iifl group front running caseagenciessebi on friday barred six persons from the securities market for up to five years for front running the trades of india infoline group iifl group in the case a dealer of india infoline group and his connected entities used mule accounts sebi has barred santosh brijraj singh and adil gulam suthar from the market for five years while virendra pratap singh neha virendra singh gulammohammed gulamabbas shaikh and mohammedidrish a shaikh have been restrained for two years also these persons have been restrained from holding the post of director any managerial position or associating themselves in any capacity with any listed public company in addition sebi levied a penalty of rs 10 lakh on santosh briraj singh and rs 8 lakh on adil gulam suthar sebi noted that these persons were front running the trades of six entities of iifl group including iifl asset management also called big clients the regulator found that santosh brijraj singh and adil gulam suthar with the help and cooperation of virendra pratap singh neha virendra singh gulammohammed gulamabbas shaikh and mohammedidrish a shaikh employed a pre determined scheme to front run the impending orders of the big clients pursuant to the scheme they have front run the orders of the big clients on multiple occasions during the investigation period and have made considerable wrongful gains noticees no 5 and 6 santosh brijraj singh and adil gulam suthar who have opened operated managed and controlled the accounts of the noticees no 1 to 4 other four persons and sometimes they used to get monetary assistance from noticees no 5 and 6 it was also unearthed that noticees no 1 to 4 were poor and not literate persons and were managing their lives with difficulties sebi said in an order earlier in october 2020 the regulator through an interim order had barred these six individuals from the capital market till further directions the order came after the securities and exchange board of india sebi based on a surveillance alert initiated a preliminary examination in the present matter against virendra pratap singh and neha virendra singh who were suspected to be front running the trades of india infoline asset management ltd tsebi has barred santosh brijraj singh and adil gulam suthar from the market for five years while virendra pratap singh neha virendra singh gulammohammed gulamabbas shaikh and mohammedidrish a shaikh have been restrained for two years,-1
12902,sebi bars haldhar realty from raising money from investors,-1
12903,sebi bars kolkata weird industries from raising funds,-1
12904,sebi bars rising agrotech from fund raising via securities,-1
12905,sebi bars three firms from mobilising public money,0
12906,sebi board approves sharing kyc details with financial regulators,0
12907,sebi board clears one time registration system for brokers,0
12908,sebi board to meet on thursday slew of reform measures on agenda,0
12909,sebi brings more stocks under price band,0
12910,sebi calls for systemic safeguards in algo trades,0
12911,sebi cautions against illicit high return schemes,0
12912,sebi chief sinha to get two year extension notification soon,0
12913,sebi clears ipos of numero uno sadbhav infra total reach 23,1
12914,sebi clears amalgamation of aarti industries promoter firms,0
12915,sebi collates kyc details of nearly two crore investors,0
12916,sebi considers proposal on cross currency futures pairs,0
12917,sebi directs kim infra to refund public money within 3 months,-1
12918,sebi directs suraksha agrotech to refund investor money,-1
12919,sebi directs banks to defreeze accounts of somanis,0
12920,sebi disposes case against real estate firm hubtown after settlement,0
12921,sebi disposes case against stock broker spfl securities,1
12922,sebi eases rules for market making in illiquid equity cash segment,0
12923,sebi exempts prozone promoter trust from making open offer,0
12924,sebi extends timeline to implement fpi regulations to june 30,0
12925,sebi finalises norms for research analysts,0
12926,sebi finalising new corporate governance code insider norms,0
12927,sebi grants new status to three clearing corporations,0
12928,sebi has it all to prove in insider probe,0
12929,sebi imposes rs 10 lakh on vas infrastructure 5 promoters,0
12930,sebi imposes rs 26 lakh penalty on safari industries promoters,-1
12931,sebi imposes rs 3 lakh fine on tak machinery promoters,-1
12932,sebi imposes rs 4 5 lakh fine on rajlaxmi industries,-1
12933,sebi imposes rs 5 lakh fine on serene industries,-1
12934,sebi imposes rs 5 lakh fine on sunrise proteins,-1
12935,sebi in touch with rbi on dealing with willful defaulters,0
12936,sebi initiates proceeding against entities in ponzi schemes,0
12937,sebi invites bids from bpos for empanelment of helpline agency,0
12938,sebi issues rs 27 lakh recovery notice to individual in l t finance holdings casereutersthe logo of the securities and exchange board of india sebi capital markets regulator sebi has sent a notice to an individual asking him to pay rs 27 lakh in a case pertaining to violation of insider trading norms in the matter of l t finance holdings ltd the notice came after uday agarwal failed to pay the fine imposed on him by the securities and exchange board of india sebi sebi has directed agarwal to pay rs 27 01 lakh which includes interest all costs charges and expenses within 15 days in the event of non payment it will recover the amount by attaching and selling their moveable and immoveable properties he will also face attachment of his bank accounts and arrest sebi said in an order passed on tuesday the regulator through an order passed in november 2021 levied a fine of rs 25 lakh on uday agarwal the regulator observed in its investigation that agarwal being an insider traded in the scrip of l t finance holdings while having possession of unpublished price sensitive information during trading window closure period failed to obtain pre clearance and failed to make disclosures for his trading and further made contra trades the unpublished price sensitive information upsi pertained to financial results for the period ended june 30 2018 the period of upsi was from july 7 to 20 2018 tin the event of non payment it will recover the amount by attaching and selling their moveable and immoveable properties he will also face attachment of his bank accounts and arrest sebi said in an order passed on tuesday the regulator through an order passed in november 2021 levied a fine of rs 25 lakh on uday agarwal,-1
12939,sebi issues new norms regarding delivery instruction slips,0
12940,sebi issues norms for sharing kyc details with financial regulators,0
12941,sebi issues warning against fraudulent regulatory calls,0
12942,sebi may allow other financial regulators to access central kyc data,0
12943,sebi may make succession plan a must in listed companies,0
12944,sebi may not halt trading of psu shares on day of ofs,0
12945,sebi may seek relief for commodity exchange warehouses,0
12946,sebi may soon make brs mandatory for top 500 companies,0
12947,sebi meet from january 27 to discuss risks of algorithmic trading,0
12948,sebi moots consolidated annual information filing by firms,0
12949,sebi mulls yieldco listing norms in renewable funding push,0
12950,sebi mulls five board cap for independent directors curbs on whole time directors likely,0
12951,sebi mulls fresh checks on mis selling of mutual funds,0
12952,sebi mulls mandatory dividend policy for listed companies,0
12953,sebi mulls new group for manipulation prone penny stocks,0
12954,sebi mulls new norms for changes in sensex nifty,0
12955,sebi mulls pension fund for employees,0
12956,sebi mulls prudential governance norms for stock brokers,0
12957,sebi mulls stronger norms to check misuse of poas by brokers,0
12958,sebi norms on reits invits a welcome step industry,0
12959,sebi notifies new esop regulations,0
12960,sebi notifies norms for research analysts,0
12961,sebi notifies one time registration system for brokers,0
12962,sebi notifies rules for using ipef for refunding investors,0
12963,sebi notifies rules on launch of new mutual fund schemes,0
12964,sebi now holding individuals accountable for irregularities,0
12965,sebi orders attachment of demat a c of mps greenery,0
12966,sebi orders attachment of demat bank accounts of defaulter,0
12967,sebi orders attachments in indo pacific software case,0
12968,sebi orders defreezing of accounts of five entities,0
12969,sebi orders to defreeze bank demat accounts of mtz polyfilms,1
12970,sebi partially lifts curbs on shantivijay jewels,0
12971,sebi plans annual information memorandum for listed companies,0
12972,sebi plans new norms for municipal bonds,0
12973,sebi plans surprise inspection of companies existing only on paper,0
12974,sebi probe maharishi vedic firm says not into public deposits,0
12975,sebi prohibits almondz securities for six months,-1
12976,sebi proposes including family trusts nbfcs in qib segment,0
12977,sebi proposes new listing disclosure requirement norms,0
12978,sebi proposes new title of vice chairpersons for its members,0
12979,sebi proposes norms for reclassifying promoter as public shareholders,0
12980,sebi proposes restrictions on wilful defaulters,0
12981,sebi proposes stricter rules for securitisation deal trustees,0
12982,sebi provides clarity to icici prudential on associate director status,0
12983,sebi rejects alka india promoter plea for waiving interest,-1
12984,sebi relaxes debt equity conversion norms for banks,0
12985,sebi relies on sahara order to nail fraudsters,0
12986,sebi revamps committee on disclosures accounting standards,0
12987,sebi revamps secondary market advisory committee,0
12988,sebi revamps securitisation trustee norms,0
12989,sebi revokes capital market ban on trendline and its founder,1
12990,sebi revokes restrictions against foseco india directors,1
12991,sebi revokes securities market ban on poonawalla finance s md abhay bhutada in insider trading caseafter conducting a detailed investigation in the matter sebi found that abhay bhutada had not communicated upsi unpublished price sensitive information sebi on friday revoked the securities market ban imposed on abhay bhutada managing director of poonawalla finance in a case pertaining to alleged insider trading activities in the shares of magma fincorp which is now known as poonawalla fincorp after conducting a detailed investigation in the matter sebi found that abhay bhutada had not communicated upsi unpublished price sensitive information the regulator in september 2021 passed an interim order whereby it restrained entities including bhutada from buying selling or dealing in securities either directly or indirectly in any manner whatsoever until further orders later the regulator confirmed the directions with certain modifications in march in the interim order it was observed that bhutada had not traded in the scrip of the company however he was suspected of communicating upsi to certain entities who were alleged to have directly indirectly traded in the scrip of magma sebi conducted a detailed investigation in the matter to ascertain the violations of securities laws if any pursuant to the investigation it was found that bhutada had not communicated upsi considering the above facts i am of the view that the directions issued against abhay bhutada vide interim order dated september 15 2021 and confirmatory order dated march 28 2022 are liable to be revoked the regulator said in its order passed on friday in february 2021 magma made a corporate announcement regarding proposed acquisition of a controlling stake in magma by rising sun holding private limited rshpl a company controlled by adar poonawalla and raising of fresh capital of rs 3 456 crore through a preferential allotment around the same time sebi received system generated insider trading alerts in the scrip of magma for the month of february 2021 on the basis of the alerts the regulator conducted a preliminary examination into the trading in the scrip of magma in order to ascertain whether certain persons entities had traded in the scrip of magma while they were in possession of or on the basis of unpublished price sensitive information which could be viewed as contravention of the provisions of pit prohibition of insider trading rules poonawalla finance is a subsidiary company of rshpl tsebi conducted a detailed investigation in the matter to ascertain the violations of securities laws if any pursuant to the investigation it was found that bhutada had not communicated upsi,1
12992,sebi ropes in narayana murthy to head panel on start ups,0
12993,sebi seeks clarification from 3 firms on ipo plans,0
12994,sebi seeks clarification on ortel communications ipo,0
12995,sebi seeks clarification on rinl ipo,0
12996,sebi seeks fresh clarification on ufo moviez rs 750 crore ipo,0
12997,sebi slaps rs 1 crore fine on falcon chairman pawan kumar ruia,-1
12998,sebi slaps rs 10 lakh fine on 3 persons over violation of norms,0
12999,sebi slaps rs 42 50cr fine on 21 entities for fraudulent trade,0
13000,sebi slaps rs 5 lakh fine in gaylord commercial company case,-1
13001,sebi slaps rs 8 lakh fine on six companies,0
13002,sebi studies its own regulatory impact you k sinha,0
13003,sebi tightens norms for issue of participatory notes,0
13004,sebi tightens screws on dubious inflows from loosely regulated offshore entities,0
13005,sebi to act tough in high profile insider trading cases,0
13006,sebi to carry investor campaigns via mobile internet in fy 15,0
13007,sebi to conitnue with more than 300 proceedings,0
13008,sebi to consider new corporate governance code tomorrow,0
13009,sebi to discuss commodity market norms,0
13010,sebi to empanel administrators to look after refund process,0
13011,sebi to fix strict enforcement timelines focus on refund,0
13012,sebi to hire two executive directors in 2014,0
13013,sebi to issue details of corporate governance norms,0
13014,sebi to make share trading cheaper and simpler,0
13015,sebi to meet rating companies today for reality check,0
13016,sebi to participate in india international trade fair at delhi,0
13017,sebi to revamp initial public offer process,0
13018,sebi to review surveillance systems fast track enforcements,0
13019,sebi to revisit policy on proprietary trading by brokers,0
13020,sebi to seek extra funds for investor programmes,0
13021,sebi to sell shares held by 9 entities to recover rs 4 crore,0
13022,sebi to soon issue final norms for listing of startups,0
13023,sebi to soon notify norms to regulate research analysts,0
13024,sebi to study global systems to catch manipulators early,0
13025,sebi to study surveillance systems in overseas markets,0
13026,sebi to tap social media for investor awareness campaigns,0
13027,sebi to tweak employee stock option norms,0
13028,sebi tweaks cyber security cyber resilience framework for stock brokers depository participantsreutersfile photo the logo of the securities and exchange board of india sebi is pictured on the premises of its headquarters in mumbai india march 1 2017 reuters shailesh andradecapital markets regulator sebi on tuesday tweaked the cyber security and cyber resilience framework for stock brokers as well as depository participants and mandated them to conduct a comprehensive cyber audit at least once in a financial year along with the cyber audit reports stock brokers and depository participants have been asked to submit to stock exchanges and depositories a declaration from the md and ceo certifying compliance by them with all sebi guidelines and advisories related to cyber security issued from time to time according to a circular under the modified framework they should identify and classify critical assets based on their sensitivity and criticality for business operations services and data management further business critical systems internet facing applications systems systems containing sensitive data sensitive personal data sensitive financial data and personally identifiable information data among others should all be considered critical assets all auxiliary systems that connect to or communicate with critical systems whether for operations or maintenance must be designated as critical systems as well the board of the stock broker or depository participant is required to approve the list of critical systems to this end stock brokers depository participants shall maintain an up to date inventory of its hardware and systems software and information assets internal and external details of its network resources connections to its network and data flows sebi said according to sebi stock brokers and depository participants must conduct regular vulnerability assessments and penetration tests vapt that include critical assets and infrastructure components in order to detect security vulnerabilities in the it environment and an in depth evaluation of the security posture of the system through simulations of real attacks on its systems and networks stock brokers and depository participants are required to conduct vapt at least once in a financial year further they are required to engage only cert in empanelled organisations for conducting vapt within a month from the completion of the vapt the final report must be submitted to sebi with the approval of the technology committee of respective stock brokers and depository participants any gaps vulnerabilities detected shall be remedied on immediate basis and compliance of closure of findings identified during vapt shall be submitted to the stock exchanges depositories within 3 months post the submission of final vapt report the regulator said last month the regulator came out with a modified cyber security and cyber resilience framework for market infrastructure institutions stock exchanges depository and clearing corporations and kyc registration agencies kras tall auxiliary systems that connect to or communicate with critical systems whether for operations or maintenance must be designated as critical systems as well the board of the stock broker or depository participant is required to approve the list of critical systems,1
13029,sebi wants bourses to provide a level playing field for hft traders,0
13030,sebi wants companies to adopt dividend distribution policy,0
13031,sebi wants government to allow pension money in mutual funds,0
13032,sebi wants strict compliance to mandatory woman director norms,0
13033,sebi wants young high earning worker pension money in mfs,0
13034,sebi working on guidelines to check wilful defaulters you k sinha,0
13035,sebi s p note diktat uncertainty over reforms rattle markets,-1
13036,sebi s decision to relax debt equity conversion norms for banks positive but more steps required hemindra hazari,0
13037,sebi s move on fast track rights fpos to help government in disinvestment of state owned companies,0
13038,sebi s public offer norms bat for retail investors,0
13039,sebi s stand against reluctant promoters may benefit small investors,0
13040,sebi s toll free service for investors open whole week,0
13041,sebi exchanges to tighten grip on speculative stocks,0
13042,sebi dlf case sat allows realty major to redeem rs 1 806 crore worth mutual funds,0
13043,sebi sahara case subrata roy others summoned tomorrow,0
13044,sebis reading of control issue confounds experts,0
13045,second rung banks may give 10 12 return hemang jani sharekhan,0
13046,section regional news the demand in finnair s asian traffic measured in passenger kilometers was up 34 9 in august compare to last year,1
13047,sector rotation will ensure the nifty remains up ashwani gujral,1
13048,sector watch better times ahead for power t d stocks,1
13049,sector watch cement outlook improves prices rise in north,1
13050,sector wide consolidation and improving fundamentals will boost shoppers stop s valuation,1
13051,sectoral churning behind recent correction in pharma stocks present valuations look attractive gaurav mehta,1
13052,sectoral churning likely it pharma to outperform in weeks to come mitesh thacker,1
13053,sectors that are likely to outperform in samvat 2071,0
13054,sectors that see divestment will be more attractive going forward anish damania idfc sec,0
13055,sectors stocks that are likely to be impacted due to euro fall,-1
13056,secular prediction for pharma space difficult cadila s correction not a surprise p phani sekhar,-1
13057,secular rally in cyclicals coming to an end prateek agarwal ask investment manager,0
13058,secure your files online like filling out a tax return making a backup is boring,0
13059,securities appellate tribunal allows dlf to redeem rs 1 806 crore in mutual funds,0
13060,securities appellate tribunal asks sebi to select sro afresh for mf distributors,0
13061,securities appellate tribunal backs sebi order against usha india ltd,0
13062,securities appellate tribunal disposes of sahara appeal,-1
13063,securities appellate tribunal disposes of sahara appeal,-1
13064,securities appellate tribunal upholds sebi order against sicom,0
13065,securities appellate tribunal will hear ril s plea against sebi on june 14,0
13066,securities appellate tribunal s dalmia ruling may trigger more buyback offers,0
13067,securities and exchange board of india begins recruitment process for 2 executive directors,0
13068,securitised debt must be settled via clearing houses sebi,0
13069,securitised debt trades to be reported within 15 minutes sebi,0
13070,see 10 15 upside potential in ongc says harendra kumar elara capital,1
13071,see 15 20 upside in maruti hemang jani,1
13072,see 3 5 uptick in indices if gst gets rajya sabha nod emkay global financial services,0
13073,see 50 60 upside potential in majesco daljeet singh kohli,1
13074,see 7900 7950 as key resistance level for nifty gaurav mehta,-1
13075,see nifty at 7 460 in the short term mitesh thacker,0
13076,see nifty heading towards 5180 5150 levels ashwani gujral,0
