Sentence,Sentiment
seasonal demand lifts sugar futures prices up 1 11,1
seat belt recall who cares i m a buyer tsla,1
sebi chairman sinha expects healthy ipo market in 2016,0
sebi allows 100 alternative funds to operate in india,0
sebi allows pune stock exchange to exit bourse business,0
sebi allows zenith infotech to furnish rupee bank guarantee,0
sebi announces new corporate governance norms mutual fund policy,0
sebi announces new set of esop regulations,0
sebi approves norms for research analysts,0
sebi approves upto rs 1 600 cr rights issue of future retail,1
sebi ask cos to follow std format for auditor certificates,0
sebi asks aifs to give full disclosure on associates,0
sebi asks moneyworld to stop providing investment advice,-1
sebi asks bourses to move 36 companies to normal trading category,0
sebi asks for fresh clarification on inox wind rs 700 crore ipo,0
sebi asks listed firms to appoint women directors by month end,0
sebi asks mutual funds to adopt high deposit districts,0
sebi attaches accounts in edserv softsystems ipo,0
sebi attaches accounts of former ranbaxy director wife,0
sebi attachment proceedings cross 1 500 mark,1
sebi bans f6 finserve f6 commodities 4 persons from securities mkt for 5 yearagenciesthe securities and exchange board of india sebi has sought comments from the public on the consultation paper till march 5 sebi on thursday barred f6 finserve f6 commodities and four persons from the securities markets for five years in a case pertaining to mis utilisation of client funds and securities in addition they have been asked to refund the investors money along with interest apart from f6 finserve f6 commodities those banned by sebi are pankaj goel meenu goel deepak goel and ruchika goel in its order sebi observed that f6 finserve and f6 commodities are connected with each other on the basis of same registered office and common promoter directors pankaj goel and meenu goel while deepak and ruchika were former directors at f6 finserve i observe that the information and data gathered at the time of inspection unequivocally bring to light the various flagrant lapses noticed from the way both f6 finserve and f6 commodities were operating their broking operations and managing their clients funds and securities further the violations committed by f6 finserve and f6 commodities are undoubtedly grave in nature which have been carried out for a considerable period of time almost 2 years sebi whole time member s k mohanty said in his order according to sebi f6 finserve failed in its duty to correctly report the margins collected by it from its clients to the exchange had not settled funds aggregating to rs 1 43 crore of 891 clients who had not traded during the period january to march 2017 and failed to redress investors grievances f6 commodities has visibly aided and abetted f6 finserve in misutilising its clients funds the securities and exchange board of india sebi found in addition f6 finserve transferred the funds of one client to the other or to its promoter director as per its own convenience without paying any heed to its obligation to maintain separate accounts for its client and for itself proprietary account also it indulged in activities wherein the securities received from one client were noticed to have been transferred by the stock broker to another client the regulator noted further f6 finserve pledged the securities belonging to its clients to its lenders it added accordingly the regulator said noticees no 1 to 4 9 and 10 f6 finserve f6 commodities pankaj goel meenu goel deepak goel and ruchika goel are hereby restrained from accessing the securities market in any manner and are also prohibited from buying selling or otherwise dealing in the securities market directly or indirectly in any manner whatsoever manner for a period of 5 years sebi observed that f6 finserve and f6 commodities are connected with each other on the basis of same registered office and common promoter directors pankaj goel and meenu goel while deepak and ruchika were former directors at f6 finserve,-1
sebi bans six persons from securities market in iifl group front running caseagenciessebi on friday barred six persons from the securities market for up to five years for front running the trades of india infoline group iifl group in the case a dealer of india infoline group and his connected entities used mule accounts sebi has barred santosh brijraj singh and adil gulam suthar from the market for five years while virendra pratap singh neha virendra singh gulammohammed gulamabbas shaikh and mohammedidrish a shaikh have been restrained for two years also these persons have been restrained from holding the post of director any managerial position or associating themselves in any capacity with any listed public company in addition sebi levied a penalty of rs 10 lakh on santosh briraj singh and rs 8 lakh on adil gulam suthar sebi noted that these persons were front running the trades of six entities of iifl group including iifl asset management also called big clients the regulator found that santosh brijraj singh and adil gulam suthar with the help and cooperation of virendra pratap singh neha virendra singh gulammohammed gulamabbas shaikh and mohammedidrish a shaikh employed a pre determined scheme to front run the impending orders of the big clients pursuant to the scheme they have front run the orders of the big clients on multiple occasions during the investigation period and have made considerable wrongful gains noticees no 5 and 6 santosh brijraj singh and adil gulam suthar who have opened operated managed and controlled the accounts of the noticees no 1 to 4 other four persons and sometimes they used to get monetary assistance from noticees no 5 and 6 it was also unearthed that noticees no 1 to 4 were poor and not literate persons and were managing their lives with difficulties sebi said in an order earlier in october 2020 the regulator through an interim order had barred these six individuals from the capital market till further directions the order came after the securities and exchange board of india sebi based on a surveillance alert initiated a preliminary examination in the present matter against virendra pratap singh and neha virendra singh who were suspected to be front running the trades of india infoline asset management ltd tsebi has barred santosh brijraj singh and adil gulam suthar from the market for five years while virendra pratap singh neha virendra singh gulammohammed gulamabbas shaikh and mohammedidrish a shaikh have been restrained for two years,-1
sebi bars haldhar realty from raising money from investors,-1
sebi bars kolkata weird industries from raising funds,-1
sebi bars rising agrotech from fund raising via securities,-1
sebi bars three firms from mobilising public money,0
sebi board approves sharing kyc details with financial regulators,0
sebi board clears one time registration system for brokers,0
sebi board to meet on thursday slew of reform measures on agenda,0
sebi brings more stocks under price band,0
sebi calls for systemic safeguards in algo trades,0
sebi cautions against illicit high return schemes,0
sebi chief sinha to get two year extension notification soon,0
sebi clears ipos of numero uno sadbhav infra total reach 23,1
sebi clears amalgamation of aarti industries promoter firms,0
sebi collates kyc details of nearly two crore investors,0
sebi considers proposal on cross currency futures pairs,0
sebi directs kim infra to refund public money within 3 months,-1
sebi directs suraksha agrotech to refund investor money,-1
sebi directs banks to defreeze accounts of somanis,0
sebi disposes case against real estate firm hubtown after settlement,0
sebi disposes case against stock broker spfl securities,1
sebi eases rules for market making in illiquid equity cash segment,0
sebi exempts prozone promoter trust from making open offer,0
sebi extends timeline to implement fpi regulations to june 30,0
sebi finalises norms for research analysts,0
sebi finalising new corporate governance code insider norms,0
sebi grants new status to three clearing corporations,0
sebi has it all to prove in insider probe,0
sebi imposes rs 10 lakh on vas infrastructure 5 promoters,0
sebi imposes rs 26 lakh penalty on safari industries promoters,-1
sebi imposes rs 3 lakh fine on tak machinery promoters,-1
sebi imposes rs 4 5 lakh fine on rajlaxmi industries,-1
sebi imposes rs 5 lakh fine on serene industries,-1
sebi imposes rs 5 lakh fine on sunrise proteins,-1
sebi in touch with rbi on dealing with willful defaulters,0
sebi initiates proceeding against entities in ponzi schemes,0
sebi invites bids from bpos for empanelment of helpline agency,0
sebi issues rs 27 lakh recovery notice to individual in l t finance holdings casereutersthe logo of the securities and exchange board of india sebi capital markets regulator sebi has sent a notice to an individual asking him to pay rs 27 lakh in a case pertaining to violation of insider trading norms in the matter of l t finance holdings ltd the notice came after uday agarwal failed to pay the fine imposed on him by the securities and exchange board of india sebi sebi has directed agarwal to pay rs 27 01 lakh which includes interest all costs charges and expenses within 15 days in the event of non payment it will recover the amount by attaching and selling their moveable and immoveable properties he will also face attachment of his bank accounts and arrest sebi said in an order passed on tuesday the regulator through an order passed in november 2021 levied a fine of rs 25 lakh on uday agarwal the regulator observed in its investigation that agarwal being an insider traded in the scrip of l t finance holdings while having possession of unpublished price sensitive information during trading window closure period failed to obtain pre clearance and failed to make disclosures for his trading and further made contra trades the unpublished price sensitive information upsi pertained to financial results for the period ended june 30 2018 the period of upsi was from july 7 to 20 2018 tin the event of non payment it will recover the amount by attaching and selling their moveable and immoveable properties he will also face attachment of his bank accounts and arrest sebi said in an order passed on tuesday the regulator through an order passed in november 2021 levied a fine of rs 25 lakh on uday agarwal,-1
sebi issues new norms regarding delivery instruction slips,0
sebi issues norms for sharing kyc details with financial regulators,0
sebi issues warning against fraudulent regulatory calls,0
sebi may allow other financial regulators to access central kyc data,0
sebi may make succession plan a must in listed companies,0
sebi may not halt trading of psu shares on day of ofs,0
sebi may seek relief for commodity exchange warehouses,0
sebi may soon make brs mandatory for top 500 companies,0
sebi meet from january 27 to discuss risks of algorithmic trading,0
sebi moots consolidated annual information filing by firms,0
sebi mulls yieldco listing norms in renewable funding push,0
sebi mulls five board cap for independent directors curbs on whole time directors likely,0
sebi mulls fresh checks on mis selling of mutual funds,0
sebi mulls mandatory dividend policy for listed companies,0
sebi mulls new group for manipulation prone penny stocks,0
sebi mulls new norms for changes in sensex nifty,0
sebi mulls pension fund for employees,0
sebi mulls prudential governance norms for stock brokers,0
sebi mulls stronger norms to check misuse of poas by brokers,0
sebi norms on reits invits a welcome step industry,0
sebi notifies new esop regulations,0
sebi notifies norms for research analysts,0
sebi notifies one time registration system for brokers,0
sebi notifies rules for using ipef for refunding investors,0
sebi notifies rules on launch of new mutual fund schemes,0
sebi now holding individuals accountable for irregularities,0
sebi orders attachment of demat a c of mps greenery,0
sebi orders attachment of demat bank accounts of defaulter,0
sebi orders attachments in indo pacific software case,0
sebi orders defreezing of accounts of five entities,0
sebi orders to defreeze bank demat accounts of mtz polyfilms,1
sebi partially lifts curbs on shantivijay jewels,0
sebi plans annual information memorandum for listed companies,0
sebi plans new norms for municipal bonds,0
sebi plans surprise inspection of companies existing only on paper,0
sebi probe maharishi vedic firm says not into public deposits,0
sebi prohibits almondz securities for six months,-1
sebi proposes including family trusts nbfcs in qib segment,0
sebi proposes new listing disclosure requirement norms,0
sebi proposes new title of vice chairpersons for its members,0
sebi proposes norms for reclassifying promoter as public shareholders,0
sebi proposes restrictions on wilful defaulters,0
sebi proposes stricter rules for securitisation deal trustees,0
sebi provides clarity to icici prudential on associate director status,0
sebi rejects alka india promoter plea for waiving interest,-1
sebi relaxes debt equity conversion norms for banks,0
sebi relies on sahara order to nail fraudsters,0
sebi revamps committee on disclosures accounting standards,0
sebi revamps secondary market advisory committee,0
sebi revamps securitisation trustee norms,0
sebi revokes capital market ban on trendline and its founder,1
sebi revokes restrictions against foseco india directors,1
sebi revokes securities market ban on poonawalla finance s md abhay bhutada in insider trading caseafter conducting a detailed investigation in the matter sebi found that abhay bhutada had not communicated upsi unpublished price sensitive information sebi on friday revoked the securities market ban imposed on abhay bhutada managing director of poonawalla finance in a case pertaining to alleged insider trading activities in the shares of magma fincorp which is now known as poonawalla fincorp after conducting a detailed investigation in the matter sebi found that abhay bhutada had not communicated upsi unpublished price sensitive information the regulator in september 2021 passed an interim order whereby it restrained entities including bhutada from buying selling or dealing in securities either directly or indirectly in any manner whatsoever until further orders later the regulator confirmed the directions with certain modifications in march in the interim order it was observed that bhutada had not traded in the scrip of the company however he was suspected of communicating upsi to certain entities who were alleged to have directly indirectly traded in the scrip of magma sebi conducted a detailed investigation in the matter to ascertain the violations of securities laws if any pursuant to the investigation it was found that bhutada had not communicated upsi considering the above facts i am of the view that the directions issued against abhay bhutada vide interim order dated september 15 2021 and confirmatory order dated march 28 2022 are liable to be revoked the regulator said in its order passed on friday in february 2021 magma made a corporate announcement regarding proposed acquisition of a controlling stake in magma by rising sun holding private limited rshpl a company controlled by adar poonawalla and raising of fresh capital of rs 3 456 crore through a preferential allotment around the same time sebi received system generated insider trading alerts in the scrip of magma for the month of february 2021 on the basis of the alerts the regulator conducted a preliminary examination into the trading in the scrip of magma in order to ascertain whether certain persons entities had traded in the scrip of magma while they were in possession of or on the basis of unpublished price sensitive information which could be viewed as contravention of the provisions of pit prohibition of insider trading rules poonawalla finance is a subsidiary company of rshpl tsebi conducted a detailed investigation in the matter to ascertain the violations of securities laws if any pursuant to the investigation it was found that bhutada had not communicated upsi,1
sebi ropes in narayana murthy to head panel on start ups,0
sebi seeks clarification from 3 firms on ipo plans,0
sebi seeks clarification on ortel communications ipo,0
sebi seeks clarification on rinl ipo,0
sebi seeks fresh clarification on ufo moviez rs 750 crore ipo,0
sebi slaps rs 1 crore fine on falcon chairman pawan kumar ruia,-1
sebi slaps rs 10 lakh fine on 3 persons over violation of norms,0
sebi slaps rs 42 50cr fine on 21 entities for fraudulent trade,0
sebi slaps rs 5 lakh fine in gaylord commercial company case,-1
sebi slaps rs 8 lakh fine on six companies,0
sebi studies its own regulatory impact you k sinha,0
sebi tightens norms for issue of participatory notes,0
sebi tightens screws on dubious inflows from loosely regulated offshore entities,0
sebi to act tough in high profile insider trading cases,0
sebi to carry investor campaigns via mobile internet in fy 15,0
sebi to conitnue with more than 300 proceedings,0
sebi to consider new corporate governance code tomorrow,0
sebi to discuss commodity market norms,0
sebi to empanel administrators to look after refund process,0
sebi to fix strict enforcement timelines focus on refund,0
sebi to hire two executive directors in 2014,0
sebi to issue details of corporate governance norms,0
sebi to make share trading cheaper and simpler,0
sebi to meet rating companies today for reality check,0
sebi to participate in india international trade fair at delhi,0
sebi to revamp initial public offer process,0
sebi to review surveillance systems fast track enforcements,0
sebi to revisit policy on proprietary trading by brokers,0
sebi to seek extra funds for investor programmes,0
sebi to sell shares held by 9 entities to recover rs 4 crore,0
sebi to soon issue final norms for listing of startups,0
sebi to soon notify norms to regulate research analysts,0
sebi to study global systems to catch manipulators early,0
sebi to study surveillance systems in overseas markets,0
sebi to tap social media for investor awareness campaigns,0
sebi to tweak employee stock option norms,0
sebi tweaks cyber security cyber resilience framework for stock brokers depository participantsreutersfile photo the logo of the securities and exchange board of india sebi is pictured on the premises of its headquarters in mumbai india march 1 2017 reuters shailesh andradecapital markets regulator sebi on tuesday tweaked the cyber security and cyber resilience framework for stock brokers as well as depository participants and mandated them to conduct a comprehensive cyber audit at least once in a financial year along with the cyber audit reports stock brokers and depository participants have been asked to submit to stock exchanges and depositories a declaration from the md and ceo certifying compliance by them with all sebi guidelines and advisories related to cyber security issued from time to time according to a circular under the modified framework they should identify and classify critical assets based on their sensitivity and criticality for business operations services and data management further business critical systems internet facing applications systems systems containing sensitive data sensitive personal data sensitive financial data and personally identifiable information data among others should all be considered critical assets all auxiliary systems that connect to or communicate with critical systems whether for operations or maintenance must be designated as critical systems as well the board of the stock broker or depository participant is required to approve the list of critical systems to this end stock brokers depository participants shall maintain an up to date inventory of its hardware and systems software and information assets internal and external details of its network resources connections to its network and data flows sebi said according to sebi stock brokers and depository participants must conduct regular vulnerability assessments and penetration tests vapt that include critical assets and infrastructure components in order to detect security vulnerabilities in the it environment and an in depth evaluation of the security posture of the system through simulations of real attacks on its systems and networks stock brokers and depository participants are required to conduct vapt at least once in a financial year further they are required to engage only cert in empanelled organisations for conducting vapt within a month from the completion of the vapt the final report must be submitted to sebi with the approval of the technology committee of respective stock brokers and depository participants any gaps vulnerabilities detected shall be remedied on immediate basis and compliance of closure of findings identified during vapt shall be submitted to the stock exchanges depositories within 3 months post the submission of final vapt report the regulator said last month the regulator came out with a modified cyber security and cyber resilience framework for market infrastructure institutions stock exchanges depository and clearing corporations and kyc registration agencies kras tall auxiliary systems that connect to or communicate with critical systems whether for operations or maintenance must be designated as critical systems as well the board of the stock broker or depository participant is required to approve the list of critical systems,1
sebi wants bourses to provide a level playing field for hft traders,0
sebi wants companies to adopt dividend distribution policy,0
sebi wants government to allow pension money in mutual funds,0
sebi wants strict compliance to mandatory woman director norms,0
sebi wants young high earning worker pension money in mfs,0
sebi working on guidelines to check wilful defaulters you k sinha,0
sebi s p note diktat uncertainty over reforms rattle markets,-1
sebi s decision to relax debt equity conversion norms for banks positive but more steps required hemindra hazari,0
sebi s move on fast track rights fpos to help government in disinvestment of state owned companies,0
sebi s public offer norms bat for retail investors,0
sebi s stand against reluctant promoters may benefit small investors,0
sebi s toll free service for investors open whole week,0
sebi exchanges to tighten grip on speculative stocks,0
sebi dlf case sat allows realty major to redeem rs 1 806 crore worth mutual funds,0
sebi sahara case subrata roy others summoned tomorrow,0
sebis reading of control issue confounds experts,0
second rung banks may give 10 12 return hemang jani sharekhan,0
section regional news the demand in finnair s asian traffic measured in passenger kilometers was up 34 9 in august compare to last year,1
sector rotation will ensure the nifty remains up ashwani gujral,1
sector watch better times ahead for power t d stocks,1
sector watch cement outlook improves prices rise in north,1
sector wide consolidation and improving fundamentals will boost shoppers stop s valuation,1
sectoral churning behind recent correction in pharma stocks present valuations look attractive gaurav mehta,1
sectoral churning likely it pharma to outperform in weeks to come mitesh thacker,1
sectors that are likely to outperform in samvat 2071,0
sectors that see divestment will be more attractive going forward anish damania idfc sec,0
sectors stocks that are likely to be impacted due to euro fall,-1
secular prediction for pharma space difficult cadila s correction not a surprise p phani sekhar,-1
secular rally in cyclicals coming to an end prateek agarwal ask investment manager,0
secure your files online like filling out a tax return making a backup is boring,0
securities appellate tribunal allows dlf to redeem rs 1 806 crore in mutual funds,0
securities appellate tribunal asks sebi to select sro afresh for mf distributors,0
securities appellate tribunal backs sebi order against usha india ltd,0
securities appellate tribunal disposes of sahara appeal,-1
securities appellate tribunal disposes of sahara appeal,-1
securities appellate tribunal upholds sebi order against sicom,0
securities appellate tribunal will hear ril s plea against sebi on june 14,0
securities appellate tribunal s dalmia ruling may trigger more buyback offers,0
securities and exchange board of india begins recruitment process for 2 executive directors,0
securitised debt must be settled via clearing houses sebi,0
securitised debt trades to be reported within 15 minutes sebi,0
see 10 15 upside potential in ongc says harendra kumar elara capital,1
see 15 20 upside in maruti hemang jani,1
see 3 5 uptick in indices if gst gets rajya sabha nod emkay global financial services,0
see 50 60 upside potential in majesco daljeet singh kohli,1
see 7900 7950 as key resistance level for nifty gaurav mehta,-1
see nifty at 7 460 in the short term mitesh thacker,0
see nifty heading towards 5180 5150 levels ashwani gujral,0
see a nifty upmove but not overly long sandeep wagle,0
see great valuations in indian markets currently arindam ghosh blackridge capital advisors,0
see positivity around psu stocks at this point of time nandkumar surti,0
see this week s upside continuing in next week too mitesh thacker miteshthacker,0
see trailing stop for nifty at 8450 levels ashwani gujral,0
seeing a large delta swing favouring escorts in fy 2012 avinash gorakshekar anagram capital,1
seeing broader participation in market nifty may revisit 8 050 ashwani gujral,0
seeing decent growth in auto stocks ahead networth stock broking,1
seeing investors taking positions in good quality mid cap stocks deven choksey,1
seeing sector rotation investors realigning portfolios sanjay dutt quantum securities,0
seeing strong upmove for nifty for next 3 5 years ajay bodke prabhudas lilladher,1
seek an exit from sks microfinance rajat bose,-1
selan oil exploration shares rally on buy back plans,1
select base metals declines on lower offtake,-1
select base metals drop on global cues,-1
select base metals fall on lower global trend,-1
select base metals spurt on stockists offtake global cues,1
select copra drops on reduced demand black pepper slips,-1
select edible oils fall on sluggish demand global cues,-1
select edible oils remain weak on stockists selling,-1
select edible oils up on retailers demand,1
select farm equipment agri stocks available at attractive valuations deven choksey,1
select grains down on reduced offtake,-1
selectusa arrives to lure smes to set up shop in usa,0
selected commodities moved up,1
selection panel for sebi chief reset pmo nominee included,0
selects third party logistics leader transplace for best in class technology procurement capabilities leading specialty packaging manufacturer employs complete 3pl solution for supply chain visibility and transportation efficiency to increase service levels and on time deliveries,1
self service and automation are in a bigger role now and fujitsu s global resources will be exploited effectively,1
sell acc ltd with a stop loss of rs 1416 mitesh thacker,-1
sell acc ltd with target of rs 1370 sandeep wagle,-1
sell adani enterprises ltd with a target of rs 445 ashwani gujral,-1
sell adani power with a target of rs 44 prakash gaba,-1
sell allahabad bank with stop loss of rs 131 sandeep wagle,-1
sell arvind ltd with a target of rs 135 mitesh thacker,-1
sell arvind ltd with target price of rs 168 ashwani gujral,-1
sell arvind with target price of rs 137 prakash gaba,-1
sell ashok leyland ltd with a stop loss of rs 43 prakash gaba,-1
sell asian paints ltd with target price of rs 450 mitesh thacker,-1
sell bhel with a stop loss of rs 245 prakash gaba,-1
sell bank of baroda with target price of rs 500 ashwani gujral,-1
sell bank of baroda with target price of rs 505 ashwani gujral,-1
sell bank of india with a target of rs 247 sandeep wagle,-1
sell bank of india with target price of rs 160 prakash gaba,-1
sell bharti airtel ltd with target price of rs 289 prakash gaba,-1
sell bharti airtel with a target of rs 315 prakash gaba,-1
sell bharti infratel ltd with a target of rs 242 vijay bhambwani,-1
sell cesc ltd with a target of rs 587 ashwani gujral,-1
sell cnx it with a target of rs 9650 mitesh thacker,-1
sell cairn india ltd with stop loss around rs 257 prakash gaba,-1
sell canara bank with a stop loss of rs 392 prakash gaba,-1
sell crompton greaves with target price of rs 192 vijay bhambwani,-1
sell dlf ltd with target price of rs 158 sandeep wagle,-1
sell divi laboratories ltd with a stop loss of rs 1711 vijay bhambwani,-1
sell divis lab with a target of rs 1305 sandeep wagle,-1
sell divis laboratories ltd with a target of rs 1340 mitesh thacker,-1
sell dr reddy laboratories ltd with a target of rs 2 388 vijay bhambwani,-1
sell dr reddys with stop loss of rs 3192 mitesh thacker,-1
sell federal bank with a target of rs 70 mitesh thacker,-1
sell gail ltd with a stop loss of rs 378 sandeep wagle,-1
sell glenmark with a stop loss of rs 731 vijay bhambwani,-1
sell godrej industries with a stop loss of rs 293 sandeep wagle,-1
sell hdfc with a stop loss of rs 968 sandeep wagle,-1
sell hdfc with a target of rs 1 320 mitesh thacker,-1
sell hdil ltd with a stop loss of rs 86 sandeep wagle,-1
sell hul ltd with target price of rs 535 mitesh thacker,-1
sell hexaware with target price of rs 109 prakash gaba,-1
sell hindalco ltd with target price of rs 101 sandeep wagle,-1
sell hindustan unilever ltd with a stop loss of rs 570 sandeep wagle,-1
sell hindustan unilever with a stop loss of rs 731 mitesh thacker,-1
sell icici bank with a target of rs 1390 sandeep wagle,-1
sell itc at a stop loss of rs 349 vijay bhambwani,-1
sell indiabulls realty with a target of rs 60 mitesh thacker,-1
sell indusind bank with a stop loss of rs 560 ashwani gujral,-1
sell jspl at a stop loss of rs 290 ashwani gujral,-1
sell kingfisher airlines and united spirits ashwani gujral,-1
sell lupin ltd with a stop loss of rs 1360 mitesh thacker,-1
sell lupin ltd with target price of rs 853 mitesh thacker,-1
sell m m with target price of rs 845 ashwani gujral,-1
sell maruti suzuki with a stop loss of rs 2970 mitesh thacker,-1
sell motherson sumi systems ltd with a target of rs 400 prakash gaba,-1
sell nmdc ltd with a stop loss of rs 153 ashwani gujral,-1
sell oil india ltd with a target of rs 540 prakash gaba,-1
sell oil india with a target of rs 515 sandeep wagle,-1
sell pfc with a target of rs 166 ashwani gujral,-1
sell pnb with target price of rs 490 ashwani gujral,-1
sell petronet lng with target price of rs 131 mitesh thacker,-1
sell ranbaxy with target price of rs 342 ashwani gujral,-1
sell reliance power ltd with a stop loss of rs 69 sandeep wagle,-1
sell sail with a stop loss of rs 77 5 sandeep wagle,-1
sell sks microfinance ltd with a target of rs 421 sandeep wagle,-1
sell sun pharma with target price of rs 570 mitesh thacker,-1
sell sun tv ltd with target price of rs 324 sandeep wagle,-1
sell sun tv with target price of rs 330 mitesh thacker,-1
sell tcs with a target of rs 2400 mitesh thacker,-1
sell tvs motors with stop loss of rs 251 sandeep wagle,-1
sell tata motors ltd with a target of rs 415 mitesh thacker,-1
sell tata power ltd with a target of rs 79 ashwani gujral,-1
sell tata steel ltd with target price of rs 336 sandeep wagle,-1
sell tata steel at a stop loss of rs 518 sandeep wagle,-1
sell tata steel with a stop loss of rs 397 prakash gaba,-1
sell tata steel with a stop loss of rs 538 sandeep wagle,-1
sell tech mahindra ltd with a stop loss of rs 2606 mitesh thacker,-1
sell tech mahindra with target of rs 2598 sandeep wagle,-1
sell tech mahindra with target price of rs 1750 ashwani gujral,-1
sell titan with a target of rs 380 mitesh thacker,-1
sell uco bank with a target of rs 61 sandeep wagle,-1
sell ultratech cement with a stop loss of rs 2500 mitesh thacker,-1
sell united spirits at a stop loss of rs 2390 mitesh thacker,-1
sell united spirits with a target of rs 2480 sandeep wagle,-1
sell voltas with a target of rs 149 prakash gaba,-1
sell voltas with target of rs 255 sandeep wagle,-1
sell wipro ltd at a target of rs 501 sandeep wagle,-1
sell yes bank ltd with target price of rs 290 ashwani gujral,-1
sell zee entertainment ltd with target price of rs 255 mitesh thacker,-1
seller is the finnish elcoteq group the largest european electronics manufacturing services company,0
selling pressure hits adag stocks,-1
selling pressure may continue in sesa goa seshadri bharathan,-1
selling pressure on suzlon seshadri bharathan,-1
selling pressure on tata steel seshadri bharathan,-1
selling range of 539 543 suggested for educomp aptartindia,-1
senior bse veterans head for exit,-1
senior mcx officials e mails may offer key information,0
sennheiser appoints gunjan srivastava as md for india operations,0
sensex falls but these stocks are up over 15 on bsegetty imagesnew delhi several stocks gained in excess of 15 in mumbai trading on tuesday even as equity benchmarks bse sensex and nse nifty traded in the red amid brisk selling in frontline bluechip counters compucom soft up 19 87 were among the stocks that surged over 15 the 30 share index bse was trading 37 07 points down at 52809 63 while the 50 share index nse was 8 15 points down at 15766 25 in the nifty50 index 29 stocks traded in the green while 21 stocks were in the red stocks such as knowledge marine engineering works ltd akashdeep metal essar sec scandent imaging and seven hill ind hit their fresh 52 week high while g r infraprojects ltd seacoast shipping hpcl aptus value housing and jump networks touched their new 52 week low during the session in the nifty50 index 29 stocks were trading in the green while 21 stocks were in the red,1
sensex falls but these stocks gained over 10 on bseshutterstock comrsi has turned north from the 60 level confirming bullishness insights read stock insights by et for a quick analysis nsebseshri gang industries and allied products ltd peer companiesexplore nownew delhi a number of stocks rose in excess of 10 on bse as domestic equity indices bse sensex and nse nifty ended in the red on wednesday these high performing stocks that rallied more than 10 during the session included indo us bio tech 14 22 orient bell 14 0 alphalogic techsys 13 77 rel ind infra 13 26 tasty bite eatable 12 89 b p capital 12 5 mcleod russel 11 38 acrysil 11 13 himatsingk seid 10 83 and regency investments 10 67 the 30 share sensex ended 150 48 points down at 53026 97 while the 50 share nifty index closed 51 1 points down at 15799 1 in the nifty 50 index 17 stocks ended in the green while 33 stocks closed in the red meanwhile stocks such as kallam textiles mehai technology swadeshi poly shri gang industries and allied products ltd and sonal adhesives hit their fresh 52 week high while earum pharmaceutical amaze entertech lasa supergenerics reliance home fin and mediaone global entertainment ltd touched their new 52 week low in today s trade in the nifty 50 index 17 stocks ended in the green while 33 stocks closed in the red in today s trade,-1
sensex falls but these stocks rallied over 15 on bse in today s tradegetty imagesnew delhi several stocks rallied as much as 15 in mumbai trading on friday even as equity benchmarks bse sensex and nse nifty traded in the red amid brisk selling in frontline bluechip counters stocks that surged in excess of 15 included marathon nextgen 20 0 lypsa gems 20 0 v2 retail ltd 19 48 navkar corp 17 22 and svam software 15 32 the 30 share bse sensex ended 1016 84 points down at 54303 44 while the 50 share index nse closed 276 3 points down at 16201 8 in the nifty50 index 16 stocks closed in the green while 34 stocks ended in the red meanwhile stocks such as marathon nextgen essar sec filtra consultants tree house edu and dynacons sys hit their fresh 52 week high while tierra agrotech ltd mayukh dealtrade nanavati ventures ltd wardwizard innov pp and seacoast shipping touched their new 52 week low in today s trade in the nifty50 index 16 stocks closed in the green while 34 stocks ended in the red,-1
sensex falls but these stocks rallied over 15 on bse in today s tradegetty imagesnew delhi several stocks rallied as much as 15 in mumbai trading on tuesday even as equity benchmarks bse sensex and nse nifty traded in the red amid brisk selling in frontline bluechip counters stocks that surged in excess of 15 included modipon ltd 19 94 pecos hotels pubs 19 93 nagreeka export 19 35 aditya ispat 18 82 dharamsi morarji 17 75 and grse 15 42 the 30 share bse sensex ended 388 2 points down at 58576 37 while the 50 share index nse closed 144 65 points down at 17530 3 in the nifty50 index 10 stocks closed in the green while 40 stocks ended in the red meanwhile stocks such as pecos hotels pubs nagreeka export dharamsi morarji grse and sakuma exports hit their fresh 52 week high while milestone furniture tilak ventures pp supreme infra brandbucket media technology ltd and prabhat tech touched their new 52 week low in today s trade in the nifty50 index 10 stocks closed in the green while 40 stocks ended in the red,-1
sensex falls these stocks are down 5 or more on bsegetty imagesnew delhi several stocks plunged in excess of 5 per cent in mumbai trading on monday even as equity benchmark bse sensex traded 364 29 points down at 54471 29 amid brisk selling in frontline bluechip counters on the bse fairchemspeciality down 14 27 per cent kallam textiles down 13 41 per cent manomay tex india down 12 21 per cent aa plus tradelink ltd down 12 10 per cent and indostar cap fin down 9 99 per cent were among the stocks that plunged over 5 per cent during the session in the nifty pack 13 stocks traded in the green while 37 stocks traded in the red the nifty index was trading 103 7 points down at 16307 55 on the bse aa plus tradelink ltd indostar cap fin can fin homes smruthi and invstmnttrstofindia hit their fresh 52 week lows while riddhi steel and tub nitta gelatin shanthi gears yashraj contain and gallops enterprise ltd touched their fresh 52 week highs in the nifty pack 13 stocks were trading in the green while 37 stocks were trading in the red,-1
